time,acc_x,acc_y,acc_z
14:55:24.461,1.37842,-0.53052,0.12549;
14:55:24.481,1.35840,-0.61890,0.06567;
14:55:24.501,1.22607,-0.54785,0.02197;
14:55:24.521,1.09326,-0.20288,0.09155;
14:55:24.541,1.05615,0.99829,0.50562;
14:55:24.561,1.00342,2.61743,0.56812;
14:55:24.581,1.10327,4.92554,0.35718;
14:55:24.601,0.62622,6.08569,0.05396;
14:55:24.621,-0.76416,5.79004,-0.00146;
14:55:24.641,-1.67041,4.71851,0.29492;
14:55:24.661,-1.39185,2.65063,0.33765;
14:55:24.681,-0.83984,1.40479,0.26147;
14:55:24.701,-0.67017,0.77124,0.10083;
14:55:24.721,-0.74268,0.26050,0.03979;
14:55:24.741,-0.91919,-0.10742,0.06934;
14:55:24.761,-0.96313,-0.38623,0.23022;
14:55:24.781,-0.71729,-1.22583,0.22681;
14:55:24.801,-0.75610,-1.13159,0.15332;
14:55:24.821,-0.83423,-0.81543,0.05688;
14:55:24.841,-0.90967,-0.50854,0.01440;
14:55:24.861,-0.97485,-0.31274,0.04443;
14:55:24.881,-1.00024,-0.20947,0.13110;
14:55:24.901,-0.93750,-0.10327,0.11450;
14:55:24.921,-1.11304,0.82251,-0.06055;
14:55:24.941,-2.13940,2.91919,-0.58716;
14:55:24.961,-2.15771,4.85498,-1.04858;
14:55:24.981,-1.94189,5.20093,-1.17139;
14:55:25.001,-1.53052,4.83936,-0.96704;
14:55:25.021,-0.47827,3.35376,-0.71045;
14:55:25.041,-0.09814,1.87598,-0.63623;
14:55:25.061,0.26563,1.28491,-0.41919;
14:55:25.081,0.42578,0.54248,-0.17847;
14:55:25.101,0.55811,0.08179,0.00732;
14:55:25.121,0.63232,-0.20947,0.08813;
14:55:25.141,0.67529,-0.17578,0.07544;
14:55:25.161,0.78516,-0.23584,0.04639;
14:55:25.181,1.02002,-0.46631,0.06152;
14:55:25.201,1.23584,-0.62427,0.14063;
14:55:25.221,1.34790,-0.49658,0.11353;
14:55:25.241,1.35693,-0.29175,0.06250;
14:55:25.261,1.20264,1.39868,0.69043;
14:55:25.281,1.09912,3.16162,0.24951;
14:55:25.301,0.95654,5.11914,-0.08008;
14:55:25.321,0.14478,5.62720,-0.31348;
14:55:25.341,-0.90967,5.98560,-0.52417;
14:55:25.361,-1.69189,5.00244,-0.09668;
14:55:25.381,-1.83862,2.75952,0.32275;
14:55:25.401,-1.02295,1.67969,0.35474;
14:55:25.421,-0.71899,0.98535,0.17920;
14:55:25.441,-0.86206,0.66211,0.05908;
14:55:25.461,-0.86963,0.27148,0.06274;
14:55:25.481,-0.80566,0.06519,0.23853;
14:55:25.501,-0.82251,-0.11572,0.37500;
14:55:25.521,-0.85938,-0.31104,0.40674;
14:55:25.541,-0.89600,-0.54956,0.37964;
14:55:25.561,-0.88477,-0.77588,0.37671;
14:55:25.581,-0.76172,-0.97388,0.40869;
14:55:25.601,-0.68140,-0.94629,0.43652;
14:55:25.621,-0.80518,-0.73999,0.44165;
14:55:25.641,-0.95581,-0.62036,0.36523;
14:55:25.661,-0.90698,-0.64771,0.23291;
14:55:25.681,-0.81104,-0.40259,0.11865;
14:55:25.701,-1.11475,1.04199,-0.17944;
14:55:25.721,-1.71973,3.72949,-0.89209;
14:55:25.741,-1.53687,5.34766,-1.58203;
14:55:25.761,-0.04395,3.00391,-0.90356;
14:55:25.781,0.27563,1.70190,-0.69238;
14:55:25.801,0.60278,0.94946,-0.63574;
14:55:25.821,0.56055,0.30420,-0.57910;
14:55:25.841,0.63452,-0.15894,-0.33765;
14:55:25.861,0.79907,-0.47339,-0.09521;
14:55:25.881,0.88574,-0.41602,0.06689;
14:55:25.901,0.88843,-0.33228,0.19116;
14:55:25.921,1.12329,-0.60156,0.26392;
14:55:25.941,1.28247,-0.84839,0.25000;
14:55:25.961,1.23657,-0.71753,0.22510;
14:55:25.981,1.13403,-0.37915,0.21313;
14:55:26.001,1.07690,0.01611,0.31445;
14:55:26.021,1.04126,0.46313,0.55078;
14:55:26.041,0.92334,1.37769,0.50952;
14:55:26.061,0.96924,3.71338,-0.01489;
14:55:26.081,0.73560,5.79956,-0.53735;
14:55:26.101,-0.23730,6.05396,-0.79736;
14:55:26.121,-1.33740,5.94189,-0.75049;
14:55:26.141,-1.82446,3.90503,-0.28296;
14:55:26.161,-1.12451,1.93994,-0.02197;
14:55:26.181,-0.46582,1.38989,-0.08887;
14:55:26.201,-0.57178,0.72729,-0.10034;
14:55:26.221,-0.70605,0.44287,-0.06201;
14:55:26.241,-0.82495,-0.07837,0.13672;
14:55:26.261,-0.86401,-0.44360,0.25391;
14:55:26.281,-0.83838,-0.86084,0.36621;
14:55:26.301,-0.79321,-1.17358,0.42114;
14:55:26.321,-0.70703,-1.24609,0.40869;
14:55:26.341,-0.64209,-1.09082,0.32031;
14:55:26.361,-0.74976,-0.80615,0.23633;
14:55:26.381,-0.91675,-0.70239,0.24194;
14:55:26.401,-0.89380,-0.69849,0.31226;
14:55:26.421,-0.84619,-0.65918,0.29175;
14:55:26.441,-1.02466,0.11792,-0.05713;
14:55:26.461,-2.18091,2.83765,-0.73535;
14:55:26.481,-2.52441,5.40771,-1.58203;
14:55:26.501,-2.41895,5.70068,-2.36743;
14:55:26.521,-1.88330,5.43359,-1.99243;
14:55:26.541,-0.44775,3.47510,-1.03735;
14:55:26.561,0.31836,1.80884,-0.54883;
14:55:26.581,0.78296,1.25928,-0.28760;
14:55:26.601,0.87939,0.44189,-0.17822;
14:55:26.621,0.82520,0.15527,-0.06592;
14:55:26.641,0.66431,-0.03223,-0.00439;
14:55:26.661,0.60645,0.05981,0.00195;
14:55:26.681,0.72144,-0.07910,-0.07349;
14:55:26.701,0.89771,-0.38892,-0.08154;
14:55:26.721,1.12354,-0.70337,0.07764;
14:55:26.741,1.33301,-0.66162,0.22803;
14:55:26.761,1.09253,-0.13013,-0.01318;
14:55:26.781,0.91748,0.46118,0.01611;
14:55:26.801,1.03687,2.40601,0.01514;
14:55:26.821,1.18652,4.86206,-0.07397;
14:55:26.841,0.62036,5.78467,-0.31812;
14:55:26.861,-0.35645,6.61084,-0.64429;
14:55:26.881,-1.29565,5.54053,-0.36304;
14:55:26.901,-1.82495,2.77075,0.21436;
14:55:26.921,-1.20581,1.31714,0.43481;
14:55:26.941,-0.38721,0.74268,0.34644;
14:55:26.961,-0.45410,0.62549,0.14722;
14:55:26.981,-0.82080,0.43286,0.05566;
14:55:27.001,-0.84961,0.09766,0.16040;
14:55:27.021,-0.77832,-0.29199,0.34204;
14:55:27.041,-0.84204,-0.65015,0.45215;
14:55:27.061,-0.89502,-1.03882,0.45850;
14:55:27.081,-0.84595,-1.02295,0.39453;
14:55:27.101,-0.85474,-0.82471,0.29688;
14:55:27.121,-0.89551,-0.74658,0.21582;
14:55:27.141,-0.86401,-0.69116,0.16650;
14:55:27.161,-0.90942,-0.55762,0.10889;
14:55:27.181,-0.96289,-0.47998,0.01465;
14:55:27.201,-0.88062,-0.24829,-0.03833;
14:55:27.221,-1.21777,1.18140,-0.28931;
14:55:27.241,-2.06348,3.96216,-1.94312;
14:55:27.261,-1.17358,4.23975,-1.17822;
14:55:27.281,-0.08105,2.47021,-0.64966;
14:55:27.301,0.29517,1.49634,-0.40356;
14:55:27.321,0.52075,0.89600,-0.28052;
14:55:27.341,0.54541,0.37109,-0.14502;
14:55:27.361,0.72925,0.14063,-0.07007;
14:55:27.381,0.71973,-0.05322,-0.02612;
14:55:27.401,0.71191,-0.19336,-0.00220;
14:55:27.421,0.76807,-0.48071,0.05273;
14:55:27.441,0.95410,-0.72607,0.11084;
14:55:27.461,1.14990,-0.74048,0.11206;
14:55:27.481,1.23193,-0.56445,0.09082;
14:55:27.501,1.22168,-0.38623,0.05469;
14:55:27.521,1.14209,-0.23901,0.02271;
14:55:27.541,0.95532,0.18408,0.09790;
14:55:27.561,0.81763,1.88647,0.22852;
14:55:27.581,0.88281,3.81543,0.07593;
14:55:27.601,0.88647,4.95190,-0.08838;
14:55:27.621,-0.10522,6.44458,-0.41138;
14:55:27.641,-1.42871,6.24536,-0.37231;
14:55:27.661,-2.13647,3.77832,0.11646;
14:55:27.681,-1.49512,1.94751,0.26807;
14:55:27.701,-0.55371,1.22363,0.16821;
14:55:27.721,-0.59375,0.83130,-0.00195;
14:55:27.741,-0.89209,-0.19043,0.15405;
14:55:27.761,-0.93774,-0.53345,0.19312;
14:55:27.781,-0.86938,-0.89380,0.29150;
14:55:27.801,-0.77832,-1.15063,0.36914;
14:55:27.821,-0.72290,-1.23193,0.34985;
14:55:27.841,-0.73169,-1.07446,0.23755;
14:55:27.861,-0.80762,-0.83008,0.14063;
14:55:27.881,-0.92114,-0.63013,0.12842;
14:55:27.901,-0.98193,-0.54175,0.14233;
14:55:27.921,-0.93970,-0.41675,0.04810;
14:55:27.941,-1.17285,0.50073,-0.32324;
14:55:27.961,-2.36499,2.98096,-0.85645;
14:55:27.981,-2.69263,5.71240,-1.76953;
14:55:28.001,-2.79419,5.52808,-2.27124;
14:55:28.021,-1.77393,4.29517,-1.59668;
14:55:28.041,-0.32202,2.86914,-0.92041;
14:55:28.061,0.06177,1.56372,-0.60229;
14:55:28.081,0.48462,0.97021,-0.32642;
14:55:28.101,0.58252,0.24316,-0.12354;
14:55:28.121,0.85449,-0.03906,-0.01978;
14:55:28.141,0.81421,-0.23389,0.05615;
14:55:28.161,0.74438,-0.11841,0.19849;
14:55:28.181,0.78833,-0.05640,0.28101;
14:55:28.201,0.98120,-0.07251,0.25073;
14:55:28.221,1.44824,-0.06787,0.19653;
14:55:28.241,1.40405,-0.03784,0.08301;
14:55:28.261,1.17529,-0.00708,-0.01489;
14:55:28.281,0.96826,0.05957,0.06274;
14:55:28.301,0.82690,0.64209,0.29004;
14:55:28.321,0.81934,2.60669,0.39160;
14:55:28.341,1.13818,4.82104,0.25122;
14:55:28.361,-2.57129,2.66138,0.37964;
14:55:28.381,-1.44604,1.25977,0.50537;
14:55:28.401,-0.63428,0.67651,0.26172;
14:55:28.421,-0.94678,0.44092,0.06470;
14:55:28.441,-1.02734,0.12769,0.01050;
14:55:28.461,-0.88281,-0.26172,0.16382;
14:55:28.481,-0.82983,-0.61963,0.32495;
14:55:28.501,-0.83472,-0.94873,0.41528;
14:55:28.521,-0.72437,-1.16064,0.46558;
14:55:28.541,-0.74585,-1.18799,0.36938;
14:55:28.561,-0.85669,-1.06274,0.21069;
14:55:28.581,-0.88135,-0.90698,0.21802;
14:55:28.601,-0.82397,-0.75903,0.32349;
14:55:28.621,-0.87891,-0.56128,0.34009;
14:55:28.641,-0.99951,-0.48413,0.18774;
14:55:28.661,-1.20508,1.43359,-0.35278;
14:55:28.681,-2.96680,4.08887,-1.26782;
14:55:28.701,-2.54224,5.12207,-1.82983;
14:55:28.721,-2.75830,5.62646,-1.86670;
14:55:28.741,-2.08228,4.60547,-1.47778;
14:55:28.761,-0.69409,2.34668,-0.92749;
14:55:28.781,-0.15405,1.40161,-0.58203;
14:55:28.801,0.28076,0.87305,-0.36328;
14:55:28.821,0.56372,0.47827,-0.14111;
14:55:28.841,0.89990,0.11743,0.09399;
14:55:28.861,0.97559,-0.04395,0.24463;
14:55:28.881,1.07202,-0.02075,0.28052;
14:55:28.901,1.26636,-0.14160,0.27490;
14:55:28.921,1.48999,-0.34619,0.19897;
14:55:28.941,1.60303,-0.35913,0.20044;
14:55:28.961,1.54370,-0.15283,0.22949;
14:55:28.981,1.36719,0.00073,0.11450;
14:55:29.001,1.13306,0.01367,-0.02612;
14:55:29.021,0.96094,0.20361,-0.06689;
14:55:29.041,0.90039,1.90845,-0.08716;
14:55:29.061,0.68604,5.17725,-0.37256;
14:55:29.081,-0.28711,6.45898,-0.64966;
14:55:29.101,-1.71021,6.81738,-0.77539;
14:55:29.121,-2.55713,5.76514,-0.48340;
14:55:29.141,-1.80127,3.11816,0.11670;
14:55:29.161,-0.95752,1.12280,0.48560;
14:55:29.181,-0.91309,0.50488,0.37988;
14:55:29.201,-0.78003,0.14648,0.30005;
14:55:29.221,-0.71289,-0.12891,0.34058;
14:55:29.241,-0.71948,-0.51514,0.42505;
14:55:29.261,-0.78613,-1.19043,0.53857;
14:55:29.281,-0.78882,-1.65479,0.65845;
14:55:29.301,-0.73022,-1.59424,0.54028;
14:55:29.321,-0.82056,-1.26611,0.31787;
14:55:29.341,-0.90430,-0.88916,0.20190;
14:55:29.361,-1.00122,-0.70630,0.19141;
14:55:29.381,-1.10278,-0.62524,0.26440;
14:55:29.401,-1.16211,-0.52466,0.20679;
14:55:29.421,-2.06958,1.61670,-0.57739;
14:55:29.441,-2.51172,3.96582,-0.83911;
14:55:29.461,-2.49585,5.83130,-1.48828;
14:55:29.481,-2.22998,5.72314,-1.55249;
14:55:29.501,-1.05273,4.16431,-1.08228;
14:55:29.521,-0.27515,2.53491,-0.84082;
14:55:29.541,0.11084,1.52441,-0.56787;
14:55:29.561,0.34082,0.90015,-0.44824;
14:55:29.581,0.46826,0.37964,-0.28003;
14:55:29.601,0.57861,0.18164,-0.14233;
14:55:29.621,0.66162,0.05249,-0.04492;
14:55:29.641,0.74585,-0.03149,0.11865;
14:55:29.661,1.43896,-0.59912,0.25684;
14:55:29.681,1.52344,-0.34692,0.17358;
14:55:29.701,1.33887,-0.10718,0.03174;
14:55:29.721,1.10547,-0.05127,0.00610;
14:55:29.741,0.91724,0.02075,0.15747;
14:55:29.761,0.89771,1.13257,0.25098;
14:55:29.781,1.03271,3.70313,0.27588;
14:55:29.801,0.91382,5.29663,0.42114;
14:55:29.821,0.07275,6.40479,0.22119;
14:55:29.841,-1.02441,6.67188,-0.14258;
14:55:29.861,-1.95972,4.18896,0.08960;
14:55:29.881,-1.85303,2.11279,0.41260;
14:55:29.901,-0.88647,1.24854,0.39258;
14:55:29.921,-0.85693,0.64941,0.27759;
14:55:29.941,-1.28320,0.34546,0.15601;
14:55:29.961,-1.15967,-0.03149,0.07886;
14:55:29.981,-0.82910,-0.38770,0.07031;
14:55:30.001,-0.74951,-0.77148,0.13843;
14:55:30.021,-0.76001,-1.12817,0.26636;
14:55:30.041,-0.77832,-1.22437,0.25366;
14:55:30.061,-0.85474,-1.15186,0.06226;
14:55:30.081,-0.82886,-1.02515,-0.08423;
14:55:30.101,-0.76221,-0.91040,-0.05884;
14:55:30.121,-0.78687,-0.82056,0.11816;
14:55:30.141,-0.85938,-0.66016,0.11401;
14:55:30.161,-2.28320,2.61426,-0.64673;
14:55:30.181,-3.70239,6.35181,-1.46802;
14:55:30.201,-3.51416,7.53711,-1.50220;
14:55:30.221,-2.15308,5.68579,-0.84521;
14:55:30.241,-0.65942,2.92407,-0.50854;
14:55:30.261,0.05029,1.42285,-0.41797;
14:55:30.281,0.38965,0.83130,-0.28638;
14:55:30.301,0.65283,0.18701,-0.30762;
14:55:30.321,0.84912,-0.24976,-0.17847;
14:55:30.341,0.75122,-0.31152,-0.11499;
14:55:30.361,0.65405,-0.21362,-0.01392;
14:55:30.381,0.94385,-0.48389,0.05664;
14:55:30.401,1.27417,-0.72632,0.30127;
14:55:30.421,1.48730,-0.69849,0.46509;
14:55:30.441,1.61035,-0.61523,0.49390;
14:55:30.461,1.53662,-0.43506,0.38428;
14:55:30.481,1.36890,-0.07593,0.25610;
14:55:30.501,1.10864,0.26880,0.27271;
14:55:30.521,0.84692,0.89307,0.26343;
14:55:30.541,0.72632,3.26831,-0.23535;
14:55:30.561,0.38794,5.81592,-0.63135;
14:55:30.581,-0.44824,6.27246,-0.92480;
14:55:30.601,-1.38257,6.37158,-1.10913;
14:55:30.621,-2.14917,4.52783,-0.44849;
14:55:30.641,-0.74829,1.46899,0.15039;
14:55:30.661,-0.63916,1.02808,0.11719;
14:55:30.681,-0.82495,0.74194,0.05518;
14:55:30.701,-0.93115,0.22095,0.13965;
14:55:30.721,-0.91211,-0.21680,0.31177;
14:55:30.741,-0.92578,-0.71216,0.42871;
14:55:30.761,-0.94458,-1.15234,0.47168;
14:55:30.781,-0.85913,-1.29370,0.46997;
14:55:30.801,-0.76074,-1.20972,0.38281;
14:55:30.821,-0.77661,-1.10791,0.26172;
14:55:30.841,-0.78247,-1.06909,0.20361;
14:55:30.861,-0.77856,-0.89063,0.17944;
14:55:30.881,-0.84863,-0.61523,0.07764;
14:55:30.901,-0.90674,-0.45776,0.09766;
14:55:30.921,-1.10181,0.24536,-0.10034;
14:55:30.941,-2.30444,2.68359,-0.82495;
14:55:30.961,-3.14917,5.22461,-1.89868;
14:55:30.981,-2.89673,5.79272,-2.53540;
14:55:31.001,-2.00928,4.62549,-1.64453;
14:55:31.021,-0.57617,2.92114,-0.92603;
14:55:31.041,0.21436,1.72925,-0.73169;
14:55:31.061,0.48462,1.04077,-0.43774;
14:55:31.081,0.62988,0.57251,-0.35718;
14:55:31.101,0.71069,0.22437,-0.22314;
14:55:31.121,0.72168,-0.04980,-0.10400;
14:55:31.141,0.64648,-0.18750,-0.04785;
14:55:31.161,0.90503,-0.74536,0.03394;
14:55:31.181,1.09424,-0.71680,0.04443;
14:55:31.201,1.19214,-0.54614,-0.06274;
14:55:31.221,1.22095,-0.39648,-0.09839;
14:55:31.241,1.15405,-0.19946,0.01099;
14:55:31.261,1.04468,0.29590,0.25635;
14:55:31.281,1.05273,1.82080,0.40845;
14:55:31.301,1.13330,4.62451,0.23291;
14:55:31.321,0.46777,6.71606,0.13257;
14:55:31.341,-0.72559,7.47095,-0.15381;
14:55:31.361,-1.76270,5.98560,-0.19312;
14:55:31.381,-1.99780,3.05005,0.35498;
14:55:31.401,-1.13892,1.58545,0.52515;
14:55:31.421,-0.65967,1.01978,0.38354;
14:55:31.441,-0.89722,0.55029,0.20264;
14:55:31.461,-1.09448,0.21460,0.02490;
14:55:31.481,-1.04663,-0.03760,0.04370;
14:55:31.501,-0.99512,-0.32983,0.23486;
14:55:31.521,-1.02832,-0.79419,0.41113;
14:55:31.541,-0.94702,-1.27490,0.51343;
14:55:31.561,-0.74780,-1.39258,0.50562;
14:55:31.581,-0.64355,-1.26709,0.34399;
14:55:31.601,-0.68872,-1.02173,0.13965;
14:55:31.621,-0.76929,-0.79468,0.06030;
14:55:31.641,-0.82300,-0.61743,0.19727;
14:55:31.661,-0.81885,-0.47217,0.22461;
14:55:31.681,-1.15625,0.89404,-0.26831;
14:55:31.701,-2.46631,3.93604,-1.37891;
14:55:31.721,-2.66675,5.99561,-2.21899;
14:55:31.741,-2.24707,6.44653,-1.96460;
14:55:31.761,-1.26611,4.70679,-1.10474;
14:55:31.781,0.02417,2.46606,-0.72412;
14:55:31.801,0.39063,1.42725,-0.52173;
14:55:31.821,0.62231,0.62720,-0.37817;
14:55:31.841,0.66187,0.21118,-0.40308;
14:55:31.861,0.81812,-0.06299,-0.31055;
14:55:31.881,0.77856,-0.08057,-0.11353;
14:55:31.901,0.72729,-0.13135,-0.06372;
14:55:31.921,0.82397,-0.30835,-0.03564;
14:55:31.941,1.08374,-0.55127,0.06226;
14:55:31.961,1.27490,-0.63989,0.15845;
14:55:31.981,1.30151,-0.60889,0.18042;
14:55:32.001,1.27808,-0.51196,0.18164;
14:55:32.021,1.27417,-0.28174,0.20386;
14:55:32.041,1.13940,0.29517,0.12622;
14:55:32.061,0.92432,1.69336,0.21338;
14:55:32.081,1.01929,3.87842,0.07861;
14:55:32.101,0.83179,6.09692,-0.13965;
14:55:32.121,-0.29395,7.21631,-0.68286;
14:55:32.141,-1.56714,6.23438,-1.01025;
14:55:32.161,-1.71899,1.63208,0.39282;
14:55:32.181,-0.91992,1.02856,0.25830;
14:55:32.201,-0.97144,0.48706,0.13184;
14:55:32.221,-1.11523,0.16211,-0.00488;
14:55:32.241,-0.96899,-0.10571,0.05176;
14:55:32.261,-0.76807,-0.63501,0.31763;
14:55:32.281,-0.73901,-1.19019,0.50610;
14:55:32.301,-0.77197,-1.40503,0.52173;
14:55:32.321,-0.87451,-1.30933,0.37817;
14:55:32.341,-0.97168,-1.16016,0.20483;
14:55:32.361,-0.97388,-0.97925,0.15991;
14:55:32.381,-0.97583,-0.79834,0.24194;
14:55:32.401,-1.07007,-0.59937,0.31885;
14:55:32.421,-1.17407,-0.42773,0.18066;
14:55:32.441,-1.28589,0.15332,-0.07520;
14:55:32.461,-2.42651,2.31128,-0.59888;
14:55:32.481,-3.20874,5.48193,-1.46753;
14:55:32.501,-2.86816,6.47949,-2.00000;
14:55:32.521,-1.99341,5.20703,-1.48218;
14:55:32.541,-0.67065,3.46240,-1.01489;
14:55:32.561,0.05786,1.99341,-0.77979;
14:55:32.581,0.37036,1.18042,-0.44312;
14:55:32.601,0.47388,0.40552,-0.27539;
14:55:32.621,0.63281,-0.18994,-0.14600;
14:55:32.641,0.82031,-0.44727,-0.12476;
14:55:32.661,0.80249,-0.27686,-0.03491;
14:55:32.681,0.79565,-0.49854,0.04443;
14:55:32.701,1.05688,-0.84497,0.09399;
14:55:32.721,1.16187,0.10425,0.03735;
14:55:32.741,0.89307,0.69409,0.18701;
14:55:32.761,0.74756,2.31860,0.19165;
14:55:32.781,0.87842,4.85986,-0.18652;
14:55:32.801,0.39575,6.08203,-0.54736;
14:55:32.821,-0.52368,6.54272,-0.80737;
14:55:32.841,-1.39819,5.61890,-0.33301;
14:55:32.861,-1.99707,2.86743,0.37085;
14:55:32.881,-1.35034,1.52197,0.34863;
14:55:32.901,-0.54565,1.18091,0.12085;
14:55:32.921,-0.58667,0.78979,-0.00220;
14:55:32.941,-0.83057,0.51782,0.01245;
14:55:32.961,-0.86206,0.17017,0.13550;
14:55:32.981,-0.84863,-0.32495,0.30005;
14:55:33.001,-0.89185,-0.81079,0.45605;
14:55:33.021,-0.87793,-1.16187,0.50073;
14:55:33.041,-0.79272,-1.27344,0.46289;
14:55:33.061,-0.77466,-1.25415,0.38696;
14:55:33.081,-0.82910,-1.11694,0.27856;
14:55:33.101,-0.88599,-0.91650,0.24512;
14:55:33.121,-1.07422,-0.27686,0.02661;
14:55:33.141,-1.71729,1.16382,-0.45630;
14:55:33.161,-2.86377,3.76147,-0.90674;
14:55:33.181,-2.68677,5.87646,-1.49194;
14:55:33.201,-2.06567,5.81470,-1.29053;
14:55:33.221,-1.02539,4.63696,-0.83276;
14:55:33.241,-0.00903,2.90723,-0.66064;
14:55:33.261,0.29492,1.60400,-0.44092;
14:55:33.281,0.55176,0.84497,-0.41675;
14:55:33.301,0.66333,0.12036,-0.27588;
14:55:33.321,0.81665,-0.03638,-0.12939;
14:55:33.341,0.72412,-0.00317,0.00879;
14:55:33.361,0.71631,0.07813,-0.00073;
14:55:33.381,0.88037,-0.17236,0.00415;
14:55:33.401,1.12036,-0.37158,0.03784;
14:55:33.421,1.29614,-0.46606,0.05176;
14:55:33.441,1.33325,-0.46191,0.03394;
14:55:33.461,1.33569,-0.35498,0.08545;
14:55:33.481,1.38525,-0.08325,0.16406;
14:55:33.501,1.17627,0.38452,0.20605;
14:55:33.521,0.98682,1.86255,0.21655;
14:55:33.541,1.05444,3.95996,0.22974;
14:55:33.561,0.96362,5.49780,0.25317;
14:55:33.581,0.19189,6.68091,-0.15063;
14:55:33.601,-0.96045,6.39917,-0.43066;
14:55:33.621,-2.21826,1.90527,0.48926;
14:55:33.641,-1.08276,1.16333,0.41577;
14:55:33.661,-0.57373,0.75684,0.16919;
14:55:33.681,-0.88062,0.49390,-0.01758;
14:55:33.701,-0.91309,0.18677,0.00928;
14:55:33.721,-0.80225,-0.24609,0.17725;
14:55:33.741,-0.71777,-0.71143,0.35571;
14:55:33.761,-0.68335,-1.10034,0.46167;
14:55:33.781,-0.63843,-1.22607,0.46875;
14:55:33.801,-0.66211,-1.23267,0.37256;
14:55:33.821,-0.76611,-1.04736,0.22095;
14:55:33.841,-0.92261,-0.81836,0.16431;
14:55:33.861,-0.96826,-0.72241,0.22485;
14:55:33.881,-0.90234,-0.62524,0.26660;
14:55:33.901,-0.99341,-0.32568,0.19678;
14:55:33.921,-1.66406,1.36108,-0.46826;
14:55:33.941,-2.75171,4.71313,-1.47974;
14:55:33.961,-2.68042,6.66797,-2.10815;
14:55:33.981,-2.14038,6.09741,-1.67529;
14:55:34.001,-0.95459,3.78589,-0.84863;
14:55:34.021,0.20386,1.86060,-0.52808;
14:55:34.041,0.40405,1.05029,-0.36011;
14:55:34.061,0.56934,0.33398,-0.27954;
14:55:34.081,0.75439,0.01782,-0.16748;
14:55:34.101,0.95679,-0.10083,-0.02856;
14:55:34.121,0.76392,-0.04492,0.05615;
14:55:34.141,0.73730,-0.52075,0.18872;
14:55:34.161,1.08496,-0.72388,0.12964;
14:55:34.181,1.21460,-0.62769,0.15039;
14:55:34.201,1.26074,-0.46826,0.15601;
14:55:34.221,1.22583,-0.21143,0.12036;
14:55:34.241,1.08301,0.13989,0.11523;
14:55:34.261,0.93579,1.44067,0.16284;
14:55:34.281,1.05786,4.23242,-0.08936;
14:55:34.301,0.71558,6.33887,-0.28540;
14:55:34.321,-0.36523,6.97876,-0.70459;
14:55:34.341,-1.41699,5.97925,-0.60815;
14:55:34.361,-1.95654,3.27173,0.26563;
14:55:34.381,-1.39795,1.41895,0.48633;
14:55:34.401,-0.61816,0.88940,0.31396;
14:55:34.421,-0.60791,0.52148,0.13208;
14:55:34.441,-0.84033,0.25464,0.05347;
14:55:34.461,-0.89185,-0.00366,0.11670;
14:55:34.481,-0.89771,-0.46802,0.26831;
14:55:34.501,-0.98779,-1.02563,0.39185;
14:55:34.521,-0.95630,-1.36646,0.42041;
14:55:34.541,-0.84155,-1.39819,0.36792;
14:55:34.561,-0.82129,-1.25122,0.25439;
14:55:34.581,-0.86035,-0.95703,0.15283;
14:55:34.601,-0.87915,-0.70459,0.10938;
14:55:34.621,-0.92456,-0.48315,0.06909;
14:55:34.641,-1.04614,-0.30811,0.02808;
14:55:34.661,-2.92773,4.84888,-1.11694;
14:55:34.681,-2.49292,5.53833,-1.60718;
14:55:34.701,-1.93579,4.98682,-1.16187;
14:55:34.721,-0.85303,3.62354,-0.70972;
14:55:34.741,-0.03882,2.20654,-0.60474;
14:55:34.761,0.26660,1.49121,-0.41895;
14:55:34.781,0.49951,0.77832,-0.43774;
14:55:34.801,0.58691,0.28833,-0.40723;
14:55:34.821,0.67822,0.01660,-0.34155;
14:55:34.841,0.69434,-0.11621,-0.11230;
14:55:34.861,0.62988,-0.28638,0.06396;
14:55:34.881,0.73877,-0.47217,0.16577;
14:55:34.901,1.08130,-0.56494,0.15430;
14:55:34.921,1.33862,-0.55542,0.08130;
14:55:34.941,1.34033,-0.48071,0.00879;
14:55:34.961,1.22876,-0.28101,0.03979;
14:55:34.981,1.16382,0.04736,0.06470;
14:55:35.001,0.96753,0.57617,0.17456;
14:55:35.021,0.74268,1.97852,0.28784;
14:55:35.041,0.90869,4.13647,0.01758;
14:55:35.061,0.77661,5.84351,-0.29370;
14:55:35.081,-0.18945,6.81738,-0.68774;
14:55:35.101,-1.23267,6.13745,-0.66040;
14:55:35.121,-1.88477,3.91675,0.02759;
14:55:35.141,-1.70386,1.99561,0.39087;
14:55:35.161,-0.92603,0.51099,-0.00537;
14:55:35.181,-1.03662,0.21240,0.13965;
14:55:35.201,-1.02197,-0.19995,0.36426;
14:55:35.221,-0.97388,-0.67651,0.49878;
14:55:35.241,-0.96265,-1.04175,0.52026;
14:55:35.261,-0.94604,-1.13013,0.48291;
14:55:35.281,-0.92603,-1.17358,0.39014;
14:55:35.301,-0.95483,-1.10425,0.26172;
14:55:35.321,-1.04492,-0.80713,0.18994;
14:55:35.341,-1.11597,-0.61206,0.24756;
14:55:35.361,-1.06519,-0.62549,0.30469;
14:55:35.381,-0.95972,-0.56958,0.17310;
14:55:35.401,-1.33569,0.34961,-0.28442;
14:55:35.421,-2.60645,3.30103,-1.15088;
